Crop,Geolocation,2013 Quarter1,2013 Quarter2,2013 Semester1,2013 Quarter3,2013 Quarter4,2013 Semester2,2013 Annual,2014 Quarter1,2014 Quarter2,2014 Semester1,2014 Quarter3,2014 Quarter4,2014 Semester2,2014 Annual,2015 Quarter1,2015 Quarter2,2015 Semester1,2015 Quarter3,2015 Quarter4,2015 Semester2,2015 Annual,2016 Quarter1,2016 Quarter2,2016 Semester1,2016 Quarter3,2016 Quarter4,2016 Semester2,2016 Annual,2017 Quarter1,2017 Quarter2,2017 Semester1,2017 Quarter3,2017 Quarter4,2017 Semester2,2017 Annual,2018 Quarter1,2018 Quarter2,2018 Semester1,2018 Quarter3,2018 Quarter4,2018 Semester2,2018 Annual,2019 Quarter1,2019 Quarter2,2019 Semester1,2019 Quarter3,2019 Quarter4,2019 Semester2,2019 Annual,2020 Quarter1,2020 Quarter2,2020 Semester1,2020 Quarter3,2020 Quarter4,2020 Semester2,2020 Annual,2021 Quarter1,2021 Quarter2,2021 Semester1,2021 Quarter3,2021 Quarter4,2021 Semester2,2021 Annual,2022 Quarter1,2022 Quarter2,2022 Semester1,2022 Quarter3,2022 Quarter4,2022 Semester2,2022 Annual,2023 Quarter1,2023 Quarter2,2023 Semester1,2023 Quarter3,2023 Quarter4,2023 Semester2,2023 Annual
Eggplant,PHILIPPINES,70319.24,87817.87,158137.11,39405.06,22368.89,61773.95,219911.06,70843.7,90988.38,161832.07,40102.52,23644.08,63746.59,225578.67,76497.05,92601.52,169098.57,40749.97,23015.93,63765.9,232864.47,76359.8,94725.23,171085.03,41064.12,23477.09,64541.21,235626.24,78763.64,99487.43,178251.07,39064.92,24584.95,63649.87,241900.94,79023.63,103080.64,182104.28,38491.55,24242.51,62734.06,244838.34,80524.99,106334.63,186859.63,38458.19,24572.66,63030.85,249890.48,75400.92,104435.79,179836.71,39762.64,23131.04,62893.69,242730.4,76119.94,106656.02,182775.96,37766.3,23492.3,61258.6,244034.56,79152.31,106865.41,186017.72,38630.62,23503.09,62133.71,248151.43,78136.65,102982.01,181118.66,33273.02,24205.47,57478.49,238597.15
Eggplant,..CORDILLERA ADMINISTRATIVE REGION (CAR),446.49,264.11,710.6,79.19,101.74,180.93,891.53,467.87,297.71,765.58,89.17,101.99,191.16,956.74,483.47,312.78,796.25,81.42,97.0,178.42,974.67,476.68,311.34,788.02,81.99,76.29,158.28,946.3,496.93,325.6,822.53,88.38,81.84,170.21,992.74,490.49,324.59,815.08,79.29,69.38,148.67,963.74,496.67,304.46,801.14,89.58,110.38,199.96,1001.1,531.28,315.47,846.75,101.77,113.0,214.77,1061.52,532.0,308.46,840.46,107.54,128.4,235.94,1076.4,597.87,314.5,912.37,108.25,128.24,236.49,1148.86,599.63,308.38,908.01,113.55,186.0,299.55,1207.56
Eggplant,..REGION I (ILOCOS REGION),24081.2,51676.67,75757.87,516.19,1862.08,2378.26,78136.13,24629.34,52309.45,76938.79,535.63,1925.17,2460.81,79399.6,27026.33,52817.36,79843.69,533.93,1563.83,2097.76,81941.46,28712.85,56439.05,85151.9,561.86,1508.34,2070.2,87222.11,29462.57,58459.15,87921.72,593.57,1562.87,2156.44,90078.16,29480.02,61648.22,91128.24,503.03,1561.54,2064.58,93192.82,31236.13,65881.28,97117.41,548.49,1526.96,2075.46,99192.87,30066.14,63206.25,93272.39,622.06,1549.21,2171.26,95443.66,31804.99,63856.51,95661.5,618.04,1479.61,2097.64,97759.14,32870.77,65386.5,98257.27,588.84,1536.9,2125.74,100383.01,32653.88,60463.62,93117.49,570.39,1593.49,2163.87,95281.37
Eggplant,..REGION II (CAGAYAN VALLEY),6269.63,8821.34,15090.97,4312.51,1073.08,5385.58,20476.55,5924.33,8210.36,14134.69,4385.01,1202.83,5587.84,19722.53,6024.82,9158.18,15183.0,4634.38,1025.02,5659.4,20842.4,5103.29,8280.78,13384.06,4300.05,682.54,4982.59,18366.66,4913.6,10034.37,14947.97,4576.52,753.31,5329.83,20277.79,4633.58,9141.64,13775.22,4401.71,587.72,4989.43,18764.65,4553.48,8617.73,13171.22,4660.15,602.83,5262.98,18434.2,4547.56,8282.81,12830.37,4936.79,505.16,5441.95,18272.32,4448.56,8133.44,12582.0,4850.62,504.49,5355.11,17937.11,4436.49,8183.84,12620.33,4773.38,489.38,5262.76,17883.09,4441.11,7913.52,12354.63,4612.63,505.3,5117.93,17472.56
Eggplant,..REGION III (CENTRAL LUZON),9894.21,4772.19,14666.4,2070.21,2621.44,4691.65,19358.05,9750.35,5462.93,15213.28,2921.15,2783.5,5704.65,20917.93,11760.48,6465.46,18225.94,2924.15,2624.34,5548.49,23774.43,11743.17,6577.37,18320.54,2467.62,2659.15,5126.77,23447.31,14735.61,6315.16,21050.77,2353.0,2971.84,5324.84,26375.61,15526.73,6529.04,22055.77,1856.82,3075.5,4932.32,26988.09,16470.45,6921.9,23392.35,2017.07,3546.33,5563.4,28955.75,16096.23,6972.54,23068.77,2365.14,3416.46,5781.6,28850.36,16431.52,7259.66,23691.18,2161.42,3669.33,5830.75,29521.93,17518.11,7131.89,24650.0,2237.93,3352.75,5590.68,30240.68,16377.31,7057.52,23434.83,2011.67,3530.19,5541.86,28976.69
Eggplant,..REGION IV-A (CALABARZON),13502.27,2417.55,15919.82,16449.59,4297.14,20746.73,36666.55,13840.88,2393.32,16234.2,16104.61,4533.27,20637.88,36872.08,15466.8,2062.53,17529.33,16142.88,4659.82,20802.7,38332.03,14183.46,1750.72,15934.18,16158.78,4595.38,20754.16,36688.34,13216.79,1841.2,15057.99,13079.99,4943.39,18023.37,33081.36,13008.14,2018.43,15026.57,13075.66,4587.68,17663.34,32689.91,12057.78,1871.99,13929.77,12603.11,4679.91,17283.02,31212.79,8834.39,1823.98,10658.37,12612.09,2989.3,15601.39,26259.75,8357.19,1653.33,10010.52,11162.93,3270.86,14433.79,24444.31,9367.75,1585.84,10953.59,11085.83,3036.78,14122.61,25076.2,9859.59,1486.41,11346.0,8916.64,3126.61,12043.25,23389.25
Eggplant,..MIMAROPA REGION,1011.57,1456.47,2468.04,584.06,392.36,976.42,3444.46,1040.44,1632.5,2672.94,625.58,469.35,1094.93,3767.86,1140.85,1703.66,2844.51,678.7,499.59,1178.29,4022.8,1116.48,1737.37,2853.85,807.53,529.6,1337.13,4190.98,1276.98,2175.79,3452.77,1091.64,930.7,2022.34,5475.11,1247.46,2200.31,3447.77,1046.64,1070.11,2116.75,5564.52,1256.74,2154.48,3411.22,962.47,1026.14,1988.61,5399.83,1161.15,2242.36,3403.51,1049.93,861.93,1911.86,5315.37,1177.23,2387.42,3564.65,1070.15,841.6,1911.75,5476.4,1143.22,2388.23,3531.45,1525.21,721.25,2246.46,5777.91,1155.79,3015.58,4171.37,725.57,714.1,1439.66,5611.03
Eggplant,..REGION V (BICOL REGION),2043.03,3531.43,5574.46,1980.06,327.66,2307.72,7882.18,2163.07,3474.94,5638.01,1136.71,339.84,1476.55,7114.56,1825.36,3430.67,5256.03,1134.4,355.84,1490.24,6746.27,1884.74,3317.69,5202.43,1076.41,357.22,1433.63,6636.06,1704.46,3654.04,5358.49,1154.35,372.11,1526.46,6884.95,1708.58,3554.9,5263.48,1174.06,382.34,1556.4,6819.89,1595.53,3849.38,5444.91,1208.49,356.98,1565.47,7010.37,1578.55,3936.0,5514.55,1226.68,288.93,1515.61,7030.16,1380.83,4232.48,5613.31,1288.91,354.87,1643.78,7257.09,1464.41,4239.4,5703.81,1318.92,445.19,1764.11,7467.92,1582.63,4679.72,6262.35,1298.84,484.48,1783.32,8045.67
Eggplant,..REGION VI (WESTERN VISAYAS),5738.71,5574.22,11312.93,2897.01,1841.04,4738.05,16050.98,5962.69,6220.46,12183.15,2877.25,1961.31,4838.56,17021.71,5765.71,6395.65,12161.36,2959.89,1865.5,4825.39,16986.75,6131.96,6604.96,12736.92,3261.94,1731.74,4993.68,17730.6,5848.08,6326.5,12174.58,3440.57,1521.59,4962.16,17136.74,6063.61,6950.7,13014.31,3345.84,1433.51,4779.35,17793.66,5983.45,6066.88,12050.33,3125.39,1396.14,4521.53,16571.86,5862.07,6472.43,12334.5,3406.97,1374.23,4781.2,17115.7,5279.73,7196.89,12476.62,3603.16,1450.23,5053.39,17530.01,5117.96,6162.81,11280.77,3479.62,1297.67,4777.29,16058.07,4626.84,6640.59,11267.43,3519.26,1308.33,4827.59,16095.02
Eggplant,..REGION VII (CENTRAL VISAYAS),2231.18,2329.1,4560.28,2205.2,2022.03,4227.23,8787.51,2161.8,2889.11,5050.91,2412.65,2087.08,4499.73,9550.64,2160.61,2702.57,4863.18,2301.54,2280.54,4582.08,9445.26,2300.04,1827.34,4127.38,2428.72,2646.98,5075.7,9203.08,2363.99,2611.1,4975.09,2498.65,2395.69,4894.34,9869.43,1778.67,2713.76,4492.43,2248.31,2421.48,4669.79,9162.22,1647.69,2434.89,4082.58,2045.64,2187.15,4232.79,8315.37,1519.7,2264.45,3784.15,2059.51,2321.77,4381.28,8165.43,1483.73,2644.91,4128.64,1964.64,2141.68,4106.31,8234.96,1330.32,2690.48,4020.8,2068.86,2138.15,4207.01,8227.81,1581.49,2741.81,4323.3,2434.95,2197.16,4632.11,8955.41
Eggplant,..REGION VIII (EASTERN VISAYAS),589.13,798.4,1387.52,788.04,140.78,928.82,2316.34,304.14,750.18,1054.32,817.49,134.98,952.47,2006.79,354.73,782.21,1136.94,842.04,138.22,980.26,2117.2,339.9,749.66,1089.56,801.78,139.06,940.84,2030.4,318.62,734.49,1053.11,824.35,136.58,960.93,2014.04,305.69,733.12,1038.81,843.74,139.13,982.87,2021.68,335.47,687.49,1022.96,808.85,139.15,948.0,1970.95,315.29,723.85,1039.14,831.9,144.86,976.77,2015.9,312.04,881.27,1193.31,835.02,147.09,982.11,2175.43,327.74,867.25,1194.99,912.67,154.92,1067.58,2262.57,318.76,1183.15,1501.91,1035.3,441.42,1476.72,2978.63
Eggplant,..REGION IX (ZAMBOANGA PENINSULA),440.34,633.9,1074.24,840.36,1349.47,2189.83,3264.07,587.63,1605.07,2192.7,891.31,1407.92,2299.24,4491.94,605.64,1603.87,2209.51,917.93,1460.47,2378.4,4587.91,570.02,1518.52,2088.55,967.42,1480.19,2447.61,4536.15,598.59,1588.97,2187.56,967.64,1426.27,2393.91,4581.47,637.13,1644.79,2281.92,966.18,1446.48,2412.66,4694.58,606.14,1632.61,2238.75,954.29,1472.86,2427.15,4665.9,572.25,1661.93,2234.18,954.44,1479.16,2433.6,4667.78,559.23,1696.92,2256.15,979.13,1540.66,2519.79,4775.94,569.09,1700.77,2269.86,1021.18,1552.13,2573.31,4843.17,577.03,2089.5,2666.53,871.93,1320.85,2192.78,4859.31
Eggplant,..REGION X (NORTHERN MINDANAO),1054.84,1041.5,2096.34,864.6,1573.75,2438.35,4534.69,1035.5,1066.78,2102.28,1066.51,1610.01,2676.52,4778.8,1010.69,996.0,2006.69,1113.2,1582.02,2695.22,4701.91,998.25,954.77,1953.02,1158.84,1651.46,2810.3,4763.32,1015.46,1042.13,2057.59,1206.24,1701.55,2907.79,4965.38,1085.27,1070.16,2155.43,1276.77,1761.16,3037.93,5193.36,1109.52,1027.78,2137.3,1441.12,1792.85,3233.97,5371.27,1100.15,1022.41,2122.56,1522.29,1896.36,3418.65,5541.21,1184.29,1090.59,2274.88,1553.86,1923.75,3477.61,5752.49,1206.0,1150.81,2356.81,1617.51,2248.5,3866.01,6222.82,1163.62,1241.37,2404.99,1647.09,2256.5,3903.59,6308.58
Eggplant,..REGION XI (DAVAO REGION),907.18,1502.17,2409.35,2581.51,1895.12,4476.63,6885.98,885.42,1608.17,2493.59,2635.82,1929.87,4565.69,7059.28,863.19,1565.2,2428.39,2627.65,1958.14,4585.79,7014.18,824.15,1489.66,2313.81,2285.41,1923.55,4208.96,6522.77,814.78,1503.21,2317.99,2271.81,1925.87,4197.68,6515.67,994.06,1533.59,2527.65,2276.65,1894.22,4170.87,6698.52,1024.18,1498.42,2522.6,2301.42,1892.78,4194.2,6716.8,1041.58,1623.9,2665.47,2292.81,1977.53,4270.34,6935.81,1059.48,1645.04,2704.51,2298.5,2019.37,4317.87,7022.38,1071.44,1681.81,2753.25,2320.07,1970.24,4290.31,7043.56,1002.7,1673.64,2676.34,2101.51,1847.31,3948.81,6625.15
Eggplant,..REGION XII (SOCCSKSARGEN),1734.43,1543.53,3277.96,2094.07,1710.34,3804.41,7082.37,1753.28,1571.31,3324.59,2188.71,1794.86,3983.57,7308.16,1626.43,1018.59,2645.02,2293.45,1795.73,4089.18,6734.2,1414.35,868.99,2283.34,2497.77,1888.31,4386.08,6669.42,1525.78,847.82,2373.6,2705.76,1915.09,4620.85,6994.45,1523.31,800.71,2324.02,2798.79,1725.08,4523.87,6847.89,1572.74,762.92,2335.66,2829.08,1707.91,4536.99,6872.65,1529.13,768.86,2297.98,2936.66,1718.73,4655.39,6953.38,1521.85,761.94,2283.79,2784.36,1591.93,4376.29,6660.08,1635.89,532.12,2168.0,2942.22,1894.97,4837.19,7005.2,1670.86,492.85,2163.71,1368.64,2425.31,3793.95,5957.66
Eggplant,..REGION XIII (CARAGA),250.29,1393.81,1644.1,954.69,875.17,1829.86,3473.96,210.58,1433.37,1643.95,1230.07,1071.61,2301.68,3945.63,254.26,1524.44,1778.7,1375.96,815.52,2191.48,3970.18,434.82,2233.23,2668.05,2007.18,1309.39,3316.57,5984.62,341.39,1958.21,2299.6,2005.94,1640.91,3646.85,5946.45,403.17,2141.93,2545.1,2379.21,1760.75,4139.96,6685.06,444.92,2545.91,2990.83,2641.13,1791.94,4433.06,7423.89,508.01,3038.77,3546.78,2616.79,2117.61,4734.4,8281.18,449.97,2825.02,3274.99,2258.69,2045.66,4304.35,7579.34,356.6,2764.33,3120.93,2398.17,2143.96,4542.13,7663.06,385.9,1905.24,2291.14,1808.42,1811.49,3619.91,5911.05
Eggplant,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),124.74,61.48,186.22,187.78,285.7,473.48,659.7,126.38,62.71,189.09,184.85,290.48,475.33,664.42,127.68,62.35,190.03,188.44,294.36,482.8,672.83,125.65,63.77,189.42,200.82,297.9,498.72,688.14,130.02,69.69,199.71,206.52,305.35,511.87,711.58,137.73,74.75,212.48,218.84,326.43,545.27,757.75,134.09,76.52,210.61,221.91,342.36,564.26,774.87,137.46,79.79,217.25,226.81,376.81,603.62,820.87,137.3,82.15,219.45,229.33,382.78,612.11,831.56,138.66,84.83,223.49,231.96,392.06,624.02,847.51,139.52,89.12,228.64,236.63,456.95,693.57,922.21
Mungbean/Mongo,PHILIPPINES,6901.65,21315.4,28217.05,1179.93,3025.02,4204.96,32422.0,7082.39,20722.73,27805.12,1293.69,3045.42,4339.11,32144.23,7297.96,21877.65,29175.61,1319.81,3127.43,4447.24,33622.85,7347.93,22135.83,29483.76,1438.67,3116.5,4555.17,34038.93,7367.49,23393.91,30761.4,1497.17,3082.09,4579.26,35340.66,7933.61,24177.15,32110.76,1423.02,3130.09,4553.12,36663.88,8138.07,23559.8,31697.87,1431.12,3119.37,4550.49,36248.35,8629.95,23799.48,32429.43,1474.51,3132.14,4606.64,37036.08,9168.34,21773.17,30941.51,1361.87,3178.85,4540.72,35482.23,9172.24,23173.69,32345.93,1371.54,3131.58,4503.12,36849.05,9021.39,22738.97,31760.36,1082.38,3192.38,4274.76,36035.12
Mungbean/Mongo,..CORDILLERA ADMINISTRATIVE REGION (CAR),53.26,12.8,66.06,22.75,45.24,67.99,134.05,54.85,13.37,68.22,20.7,44.11,64.81,133.03,56.32,13.49,69.81,18.0,40.63,58.63,128.44,56.38,13.7,70.08,19.9,34.21,54.11,124.19,48.1,12.38,60.48,20.49,30.26,50.75,111.23,43.86,10.41,54.27,19.55,19.47,39.02,93.29,33.64,11.13,44.77,17.64,17.28,34.92,79.7,34.88,9.5,44.38,20.51,14.92,35.42,79.81,35.93,9.04,44.97,19.21,16.15,35.36,80.33,36.82,8.86,45.68,20.92,16.07,36.99,82.67,36.25,9.24,45.49,18.37,13.59,31.96,77.45
Mungbean/Mongo,..REGION I (ILOCOS REGION),2901.93,8254.18,11156.11,15.97,301.09,317.05,11473.16,3059.83,8734.05,11793.88,15.26,296.15,311.41,12105.29,2987.15,8586.9,11574.05,15.61,285.35,300.96,11875.01,2959.91,9104.65,12064.56,15.37,289.24,304.6,12369.17,3052.68,9255.94,12308.62,15.56,295.12,310.68,12619.3,3027.79,9347.47,12375.25,13.83,288.39,302.22,12677.48,3119.54,9768.04,12887.58,7.61,286.13,293.74,13181.32,3103.5,9614.54,12718.04,8.09,297.34,305.43,13023.47,3292.63,8988.58,12281.21,7.88,283.93,291.8,12573.01,3254.59,8807.43,12062.02,7.97,286.28,294.25,12356.27,3347.09,8884.1,12231.19,8.67,286.89,295.56,12526.75
Mungbean/Mongo,..REGION II (CAGAYAN VALLEY),118.43,7990.39,8108.82,324.68,19.87,344.55,8453.37,76.74,6619.18,6695.92,437.74,30.62,468.36,7164.28,86.29,7662.81,7749.1,478.41,24.04,502.45,8251.55,102.87,7524.63,7627.5,637.31,18.01,655.31,8282.81,58.07,7059.81,7117.88,674.82,24.95,699.77,7817.64,54.33,6641.46,6695.79,631.45,18.76,650.21,7345.99,51.75,6146.84,6198.59,642.97,18.3,661.28,6859.87,46.44,5990.1,6036.53,653.55,11.2,664.75,6701.28,21.19,4727.68,4748.87,548.51,9.92,558.43,5307.3,17.36,5570.2,5587.56,569.76,8.63,578.39,6165.95,14.79,5467.06,5481.85,439.84,16.66,456.5,5938.35
Mungbean/Mongo,..REGION III (CENTRAL LUZON),349.77,2907.21,3256.98,,40.76,40.76,3297.74,366.85,3077.13,3443.98,,45.25,45.25,3489.23,513.02,3293.07,3806.09,,74.2,74.2,3880.29,571.56,3373.05,3944.61,,69.99,69.99,4014.6,694.88,4741.63,5436.51,,50.93,50.93,5487.44,1223.01,5783.32,7006.33,,63.76,63.76,7070.09,1129.46,5459.86,6589.32,0.57,6.68,7.25,6596.57,1513.35,5818.17,7331.52,0.93,6.4,7.33,7338.85,1890.6,5860.37,7750.97,0.96,6.49,7.45,7758.42,1923.35,6723.46,8646.81,1.19,6.28,7.47,8654.28,1487.25,6436.09,7923.34,0.02,6.64,6.66,7930.0
Mungbean/Mongo,..REGION IV-A (CALABARZON),96.29,10.52,106.81,,,,106.81,81.54,11.62,93.16,,,,93.16,88.73,13.62,102.35,0.2,,0.2,102.55,87.13,16.48,103.61,0.28,,0.28,103.89,83.7,12.73,96.43,0.33,,0.33,96.76,76.98,3.19,80.17,2.31,,2.31,82.48,61.58,,61.58,0.27,2.3,2.57,64.15,61.78,0.4,62.18,,1.38,1.38,63.56,60.34,0.33,60.67,,1.53,1.53,62.2,64.04,0.37,64.41,,1.39,1.39,65.8,65.14,0.78,65.92,0.1,,0.1,66.02
Mungbean/Mongo,..MIMAROPA REGION,644.61,44.03,688.64,14.25,16.52,30.77,719.41,639.62,55.29,694.91,14.84,16.77,31.61,726.52,675.94,56.72,732.66,16.11,19.7,35.81,768.47,667.57,84.11,751.68,16.51,19.26,35.77,787.45,628.46,97.53,725.99,16.31,19.43,35.74,761.73,644.0,98.49,742.49,16.43,18.34,34.77,777.26,647.12,81.64,728.76,16.8,17.29,34.09,762.85,645.05,93.4,738.45,16.37,7.11,23.48,761.93,759.86,101.52,861.38,17.49,7.02,24.51,885.89,860.53,110.05,970.58,15.69,10.01,25.7,996.28,1107.65,96.78,1204.43,12.62,9.88,22.5,1226.93
Mungbean/Mongo,..REGION V (BICOL REGION),40.49,88.79,129.28,45.26,6.13,51.39,180.67,39.59,84.54,124.13,35.52,5.88,41.4,165.53,35.82,84.36,120.18,35.34,5.98,41.32,161.5,35.15,80.88,116.03,36.27,5.52,41.79,157.82,34.67,82.1,116.78,36.12,5.32,41.44,158.22,31.44,79.34,110.79,35.21,4.81,40.02,150.81,32.75,78.15,110.9,35.31,3.97,39.28,150.17,30.42,84.58,115.0,36.26,3.08,39.34,154.34,29.51,81.23,110.74,40.29,2.82,43.11,153.85,29.73,85.06,114.79,38.89,2.92,41.81,156.6,18.16,81.87,100.03,36.09,1.4,37.49,137.52
Mungbean/Mongo,..REGION VI (WESTERN VISAYAS),1461.57,962.69,2424.26,42.2,46.44,88.64,2512.9,1545.66,1065.45,2611.11,35.1,49.97,85.08,2696.19,1622.86,1148.25,2771.11,31.96,66.58,98.54,2869.65,1664.93,986.07,2651.0,28.28,56.86,85.14,2736.14,1551.68,1131.01,2682.69,27.08,52.6,79.68,2762.37,1619.04,1214.66,2833.7,24.97,61.69,86.66,2920.36,1838.38,1034.38,2872.76,22.65,57.11,79.76,2952.52,1973.73,1231.05,3204.78,27.56,54.92,82.48,3287.26,1847.81,1051.44,2899.25,25.74,61.92,87.66,2986.91,1760.51,933.7,2694.21,33.65,61.44,95.09,2789.3,1720.42,852.54,2572.96,28.98,60.1,89.08,2662.04
Mungbean/Mongo,..REGION VII (CENTRAL VISAYAS),51.27,106.99,158.26,131.62,284.75,416.37,574.63,47.32,107.73,155.05,134.68,276.76,411.44,566.49,44.58,91.7,136.28,123.82,278.55,402.37,538.65,45.53,51.54,97.07,79.3,313.53,392.83,489.9,43.11,73.58,116.69,80.46,317.68,398.14,514.83,41.0,73.18,114.18,66.9,306.05,372.95,487.13,42.67,70.31,112.98,59.27,288.39,347.66,460.64,41.15,59.5,100.65,64.1,248.22,312.32,412.97,45.6,62.77,108.37,63.27,308.58,371.85,480.22,34.08,53.22,87.3,60.55,244.3,304.85,392.15,32.47,54.62,87.09,64.88,284.7,349.58,436.67
Mungbean/Mongo,..REGION VIII (EASTERN VISAYAS),21.23,45.87,67.1,60.7,53.84,114.54,181.64,9.04,40.04,49.08,54.77,54.91,109.68,158.76,11.59,41.14,52.73,55.6,57.11,112.71,165.44,10.67,39.1,49.77,52.96,53.76,106.72,156.49,9.6,36.95,46.55,49.59,50.0,99.59,146.13,8.58,38.29,46.87,44.5,41.15,85.65,132.52,9.29,35.16,44.45,42.85,39.74,82.6,127.05,10.41,33.75,44.16,43.53,39.68,83.21,127.37,10.44,33.0,43.44,42.86,37.15,80.01,123.45,9.57,30.12,39.68,42.39,36.88,79.27,118.96,9.14,31.13,40.27,38.7,36.04,74.74,115.01
Mungbean/Mongo,..REGION IX (ZAMBOANGA PENINSULA),67.28,56.4,123.69,43.2,53.38,96.58,220.27,75.33,60.55,135.88,46.79,56.57,103.36,239.24,74.53,56.67,131.2,46.19,54.73,100.92,232.12,75.68,45.68,121.36,48.02,56.89,104.91,226.27,76.92,48.4,125.32,45.79,54.03,99.82,225.14,78.85,53.01,131.86,49.19,51.88,101.07,232.93,75.36,49.58,124.93,50.94,52.78,103.73,228.66,72.58,49.38,121.96,54.39,54.62,109.01,230.97,70.72,49.04,119.76,53.26,58.27,111.53,231.29,81.0,52.56,133.56,49.33,61.58,110.91,244.47,96.1,51.98,148.08,22.48,59.17,81.65,229.73
Mungbean/Mongo,..REGION X (NORTHERN MINDANAO),134.51,53.51,188.02,69.02,118.37,187.39,375.41,129.67,52.2,181.87,69.71,114.85,184.56,366.43,131.15,55.15,186.3,71.44,119.47,190.91,377.21,129.32,51.69,181.01,69.68,115.7,185.38,366.39,140.29,54.15,194.44,68.75,110.83,179.58,374.02,131.91,50.57,182.48,63.91,107.95,171.86,354.34,129.96,46.68,176.64,63.05,106.81,169.86,346.5,132.75,51.78,184.53,62.97,105.23,168.2,352.73,140.96,47.53,188.49,63.4,103.44,166.84,355.33,134.45,49.68,184.13,63.09,105.43,168.52,352.65,141.67,51.69,193.36,58.44,106.53,164.97,358.33
Mungbean/Mongo,..REGION XI (DAVAO REGION),84.04,375.55,459.59,140.06,318.22,458.28,917.87,84.91,396.18,481.09,148.46,322.88,471.34,952.43,80.36,383.67,464.03,148.37,322.58,470.95,934.98,62.81,390.33,453.14,152.42,334.04,486.46,939.6,65.31,407.82,473.13,158.96,337.8,496.76,969.89,75.48,391.64,467.12,161.09,344.45,505.54,972.66,74.07,367.65,441.72,168.38,351.91,520.29,962.01,74.34,354.18,428.52,173.12,366.28,539.39,967.91,73.15,349.05,422.2,173.82,365.21,539.03,961.23,70.29,343.99,414.28,169.35,375.59,544.94,959.22,69.72,336.12,405.83,107.76,376.43,484.19,890.03
Mungbean/Mongo,..REGION XII (SOCCSKSARGEN),140.93,163.93,304.86,85.64,97.17,182.81,487.67,135.19,165.57,300.76,77.32,94.74,172.06,472.82,131.91,154.55,286.46,74.83,84.24,159.07,445.53,121.84,134.72,256.56,73.82,82.99,156.81,413.37,113.17,127.87,241.04,81.87,70.86,152.73,393.77,103.8,121.76,225.56,80.07,66.83,146.9,372.46,115.72,127.38,243.1,80.06,59.28,139.34,382.44,117.69,129.07,246.76,85.84,54.09,139.93,386.69,115.72,127.29,243.01,79.81,46.24,126.05,369.06,114.39,121.77,236.16,58.08,36.61,94.69,330.85,89.07,99.44,188.51,29.46,48.38,77.84,266.35
Mungbean/Mongo,..REGION XIII (CARAGA),1.25,16.14,17.39,70.13,64.35,134.48,151.87,1.0,15.4,16.4,87.85,78.07,165.92,182.32,1.06,14.75,15.81,90.55,133.1,223.65,239.46,1.06,22.7,23.76,96.5,121.15,217.65,241.41,0.49,33.86,34.35,111.32,126.09,237.41,271.76,0.73,43.75,44.48,99.85,121.97,221.82,266.3,1.19,52.76,53.95,106.08,124.1,230.18,284.13,1.46,59.28,60.74,106.9,120.91,227.81,288.55,1.26,58.54,59.81,103.93,112.44,216.37,276.18,1.01,54.16,55.17,117.22,117.65,234.87,290.04,1.09,53.98,55.07,94.83,108.11,202.93,258.0
Mungbean/Mongo,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),734.79,226.4,961.19,114.46,1558.9,1673.36,2634.55,735.25,224.42,959.67,114.94,1557.9,1672.84,2632.51,756.65,220.8,977.45,113.38,1561.18,1674.56,2652.01,755.51,216.51,972.02,112.05,1545.36,1657.41,2629.43,766.36,218.16,984.52,109.72,1536.19,1645.91,2630.43,772.8,226.62,999.42,113.76,1614.6,1728.36,2727.78,775.59,230.24,1005.83,116.65,1687.29,1803.94,2809.77,770.41,220.82,991.23,120.39,1746.77,1867.16,2858.39,772.61,225.77,998.38,121.44,1757.75,1879.19,2877.57,780.52,229.06,1009.58,123.46,1760.52,1883.98,2893.56,785.4,231.55,1016.95,121.14,1777.87,1899.01,2915.96
Onion (mature bulb),PHILIPPINES,40392.71,83449.53,123842.24,37.74,10359.02,10396.77,134239.01,77473.3,115976.08,193449.38,46.6,10155.43,10202.03,203651.41,121769.7,49601.83,171371.53,38.21,9798.1,9836.31,181207.84,84191.43,29046.95,113238.38,38.26,9317.35,9355.61,122593.99,129411.75,45692.41,175104.17,29.83,9292.97,9322.8,184426.97,124165.28,39080.15,163245.43,29.26,9391.29,9420.55,172665.98,152483.34,60079.44,212562.78,25.25,9494.25,9519.5,222082.28,163664.67,55976.64,219641.3,24.94,9873.0,9897.94,229539.24,141173.59,68273.8,209447.39,22.92,8577.02,8599.94,218047.33,147147.62,82075.98,229223.59,23.3,11786.17,11809.47,241033.06,156533.85,84903.99,241437.84,61.78,10987.85,11049.63,252487.47
Onion (mature bulb),..CORDILLERA ADMINISTRATIVE REGION (CAR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,0.44,0.44
